read group,code,format,segment,reason,failed read count,total read count
Z0575,8,no trimming,insert,rsq file,737,2630
Z0576,8,no trimming,insert,rsq file,40715,58227
Z0577,8,no trimming,insert,rsq file,7228,9747
Z0578,8,no trimming,insert,rsq file,8474,12551
Z0579,8,no trimming,insert,rsq file,15149,20962
Z0580,8,no trimming,insert,rsq file,3820,10539
Z0581,8,no trimming,insert,rsq file,4315,9917
Z0582,8,no trimming,insert,rsq file,12212,28942
Z0583,8,no trimming,insert,rsq file,6343,16441
Z0584,8,no trimming,insert,rsq file,5841,8936
Z0585,8,no trimming,insert,rsq file,26811,30060
Z0586,8,no trimming,insert,rsq file,2978,6912
Z0587,8,no trimming,insert,rsq file,14979,25776
Z0588,8,no trimming,insert,rsq file,5235,7152
Z0589,8,no trimming,insert,rsq file,27866,33347
Z0590,8,no trimming,insert,rsq file,11759,14624
Z0591,8,no trimming,insert,rsq file,4268,8408
Z0592,8,no trimming,insert,rsq file,88783,95023
Z0593,8,no trimming,insert,rsq file,218562,224872
Z0594,8,no trimming,insert,rsq file,40004,41493
Z0595,8,no trimming,insert,rsq file,12620,15747
Z0596,8,no trimming,insert,rsq file,11233,34792
Z0597,8,no trimming,insert,rsq file,7547,12589
Z0598,8,no trimming,insert,rsq file,87669,104943
Z0599,8,no trimming,insert,rsq file,45169,55351
Z0600,8,no trimming,insert,rsq file,7518,12367
Z0601,8,no trimming,insert,rsq file,3002,7627
Z0602,8,no trimming,insert,rsq file,2399,5749
Z0603,8,no trimming,insert,rsq file,78607,89926
Z0604,8,no trimming,insert,rsq file,495,842
Z0605,8,no trimming,insert,rsq file,8519,9564
Z0606,8,no trimming,insert,rsq file,2896,4770
Z0607,8,no trimming,insert,rsq file,22642,28236
Z0608,8,no trimming,insert,rsq file,1924,4079
Z0609,8,no trimming,insert,rsq file,3376,6145
Z0610,8,no trimming,insert,rsq file,1941,4958
Z0611,8,no trimming,insert,rsq file,2022,6421
Z0612,8,no trimming,insert,rsq file,1778,4144
Z0613,8,no trimming,insert,rsq file,15618,29255
Z0614,8,no trimming,insert,rsq file,4428,5687
Z0615,8,no trimming,insert,rsq file,3444,7329
Z0616,8,no trimming,insert,rsq file,780,2147
Z0617,8,no trimming,insert,rsq file,9816,13833
Z0618,8,no trimming,insert,rsq file,1061,5123
Z0619,8,no trimming,insert,rsq file,7200,20826
Z0620,8,no trimming,insert,rsq file,122101,132623
Z0621,8,no trimming,insert,rsq file,377,1245
Z0622,8,no trimming,insert,rsq file,5042,13333
Z0623,8,no trimming,insert,rsq file,6964,20193
Z0624,8,no trimming,insert,rsq file,72382,77340
Z0625,8,no trimming,insert,rsq file,16505,20122
Z0626,8,no trimming,insert,rsq file,1780,3243
Z0627,8,no trimming,insert,rsq file,2987,11580
Z0628,8,no trimming,insert,rsq file,16192,20918
Z0629,8,no trimming,insert,rsq file,2551,7840
Z0630,8,no trimming,insert,rsq file,3974,7381
Z0631,8,no trimming,insert,rsq file,1477,5776
Z0632,8,no trimming,insert,rsq file,5008,15861
Z0633,8,no trimming,insert,rsq file,9697,17345
Z0634,8,no trimming,insert,rsq file,23078,25823
Z0635,8,no trimming,insert,rsq file,59140,69473
Z0636,8,no trimming,insert,rsq file,2849,10511
Z0637,8,no trimming,insert,rsq file,9429,14504
Z0638,8,no trimming,insert,rsq file,5016,17305
Z0639,8,no trimming,insert,rsq file,1705,5091
Z0640,8,no trimming,insert,rsq file,9180,25897
Z0641,8,no trimming,insert,rsq file,5999,12177
Z0642,8,no trimming,insert,rsq file,2438,5612
Z0643,8,no trimming,insert,rsq file,452540,455986
Z0644,8,no trimming,insert,rsq file,17757,24573
Z0645,8,no trimming,insert,rsq file,11141,40700
Z0646,8,no trimming,insert,rsq file,3521,13467
Z0647,8,no trimming,insert,rsq file,1708502,1718202
Z0648,8,no trimming,insert,rsq file,1590262,1602375
Z0649,8,no trimming,insert,rsq file,6149,7858
Z0650,8,no trimming,insert,rsq file,3356,7036
Z0651,8,no trimming,insert,rsq file,9671,21785
Z0652,8,no trimming,insert,rsq file,1758,8622
Z0653,8,no trimming,insert,rsq file,429318,444731
Z0654,8,no trimming,insert,rsq file,143306,158714
Z0655,8,no trimming,insert,rsq file,4101,8467
Z0656,8,no trimming,insert,rsq file,6313,13261
Z0657,8,no trimming,insert,rsq file,918,3966
Z0658,8,no trimming,insert,rsq file,10107,13156
Z0659,8,no trimming,insert,rsq file,4971,18335
Z0660,8,no trimming,insert,rsq file,19676,54485
Z0661,8,no trimming,insert,rsq file,447543,456689
Z0662,8,no trimming,insert,rsq file,1379,1947
Z0663,8,no trimming,insert,rsq file,7720,16888
Z0664,8,no trimming,insert,rsq file,829319,832157
Z0665,8,no trimming,insert,rsq file,2126,4968
Z0666,8,no trimming,insert,rsq file,28247,32860
Z0667,8,no trimming,insert,rsq file,9609,15690
Z0668,8,no trimming,insert,rsq file,16565,27990
Z0669,8,no trimming,insert,rsq file,7329,24225
Z0670,8,no trimming,insert,rsq file,20669,56317
Z0671,8,no trimming,insert,rsq file,68089,85770
Z0672,8,no trimming,insert,rsq file,17925,25018
Z0673,8,no trimming,insert,rsq file,442,1334
Z0674,8,no trimming,insert,rsq file,25666,34056
Z0675,8,no trimming,insert,rsq file,3238,13397
Z0676,8,no trimming,insert,rsq file,22058,26384
Z0677,8,no trimming,insert,rsq file,1221,3624
Z0678,8,no trimming,insert,rsq file,908,2104
Z0679,8,no trimming,insert,rsq file,679,2535
Z0680,8,no trimming,insert,rsq file,15473,18318
Z0681,8,no trimming,insert,rsq file,4288,16207
Z0682,8,no trimming,insert,rsq file,274309,278565
Z0683,8,no trimming,insert,rsq file,111964,120164
Z0684,8,no trimming,insert,rsq file,638,1671
Z0685,8,no trimming,insert,rsq file,3002,4950
Z0686,8,no trimming,insert,rsq file,2670,9130
Z0687,8,no trimming,insert,rsq file,54345,64374
Z0688,8,no trimming,insert,rsq file,4831,22648
Z0689,8,no trimming,insert,rsq file,23795,51109
Z0690,8,no trimming,insert,rsq file,54851,69499
Z0691,8,no trimming,insert,rsq file,3275,12242
Z0692,8,no trimming,insert,rsq file,2086,8875
Z0693,8,no trimming,insert,rsq file,2175,6657
Z0694,8,no trimming,insert,rsq file,1818,2795
Z0695,8,no trimming,insert,rsq file,1864,9216
Z0696,8,no trimming,insert,rsq file,25484,39015
Z0697,8,no trimming,insert,rsq file,6977,9859
Z0698,8,no trimming,insert,rsq file,2334,4914
Z0699,8,no trimming,insert,rsq file,1452,7900
Z0700,8,no trimming,insert,rsq file,12728,16177
Z0701,8,no trimming,insert,rsq file,65977,71808
Z0702,8,no trimming,insert,rsq file,4531,7274
Z0703,8,no trimming,insert,rsq file,31156,33439
Z0704,8,no trimming,insert,rsq file,115100,119907
Z0705,8,no trimming,insert,rsq file,2193,3142
Z0706,8,no trimming,insert,rsq file,5295,16463
Z0707,8,no trimming,insert,rsq file,36848,53393
Z0708,8,no trimming,insert,rsq file,1380,4494
Z0709,8,no trimming,insert,rsq file,24834,27421
Z0710,8,no trimming,insert,rsq file,46173,57530
Z0711,8,no trimming,insert,rsq file,90358,93830
Z0712,8,no trimming,insert,rsq file,4560,5754
Z0713,8,no trimming,insert,rsq file,1631,5377
Z0714,8,no trimming,insert,rsq file,2879,7097
Z0715,8,no trimming,insert,rsq file,34850,52528
Z0716,8,no trimming,insert,rsq file,16971,20177
Z0717,8,no trimming,insert,rsq file,11296,25159
Z0718,8,no trimming,insert,rsq file,6526,14580
Z0719,8,no trimming,insert,rsq file,3874,5239
Z0720,8,no trimming,insert,rsq file,7986,11293
Z0721,8,no trimming,insert,rsq file,15765,18703
Z0722,8,no trimming,insert,rsq file,1848,7017
Z0723,8,no trimming,insert,rsq file,5912,19656
Z0724,8,no trimming,insert,rsq file,6975604,6999490
Z0725,8,no trimming,insert,rsq file,4500,6777
Z0726,8,no trimming,insert,rsq file,5852,14980
Z0727,8,no trimming,insert,rsq file,5778,15350
Z0728,8,no trimming,insert,rsq file,79278,80856
Z0729,8,no trimming,insert,rsq file,27960,93002
Z0730,8,no trimming,insert,rsq file,241666,252217
Z0731,8,no trimming,insert,rsq file,366808,369587
Z0732,8,no trimming,insert,rsq file,5849,19068
Z0733,8,no trimming,insert,rsq file,123078,129450
Z0734,8,no trimming,insert,rsq file,14942,18131
Z0735,8,no trimming,insert,rsq file,1495,6554
Z0736,8,no trimming,insert,rsq file,1666,4641
Z0737,8,no trimming,insert,rsq file,2884,6777
Z0738,8,no trimming,insert,rsq file,9244,13246
Z0739,8,no trimming,insert,rsq file,29391,34515
Z0740,8,no trimming,insert,rsq file,4876,7049
Z0741,8,no trimming,insert,rsq file,18644,22847
Z0742,8,no trimming,insert,rsq file,1962,11907
Z0743,8,no trimming,insert,rsq file,2769,8754
Z0744,8,no trimming,insert,rsq file,38968,43262
Z0745,8,no trimming,insert,rsq file,5849,12945
Z0746,8,no trimming,insert,rsq file,787976,794550
Z0747,8,no trimming,insert,rsq file,9109,12742
Z0748,8,no trimming,insert,rsq file,1113,5316
Z0749,8,no trimming,insert,rsq file,10579,27737
Z0750,8,no trimming,insert,rsq file,4357,7159
Z0751,8,no trimming,insert,rsq file,8410,12081
Z0752,8,no trimming,insert,rsq file,14298,18012
Z0753,8,no trimming,insert,rsq file,2353,7026
Z0754,8,no trimming,insert,rsq file,10932,13912
Z0755,8,no trimming,insert,rsq file,6065219,6096744
Z0756,8,no trimming,insert,rsq file,20588,23689
Z0757,8,no trimming,insert,rsq file,16106,27049
Z0758,8,no trimming,insert,rsq file,15154,19260
Z0759,8,no trimming,insert,rsq file,11868,19357
Z0760,8,no trimming,insert,rsq file,6494,12528
Z0761,8,no trimming,insert,rsq file,387187,393651
Z0762,8,no trimming,insert,rsq file,148594,152353
Z0763,8,no trimming,insert,rsq file,1771,2800
Z0764,8,no trimming,insert,rsq file,12196,15281
Z0765,8,no trimming,insert,rsq file,1309,3832
Z0766,8,no trimming,insert,rsq file,1745,8222
Z0767,8,no trimming,insert,rsq file,36360,42587
Z0768,8,no trimming,insert,rsq file,1368,4180
Z0769,8,no trimming,insert,rsq file,10135,22120
Z0770,8,no trimming,insert,rsq file,25570,33463
Z0771,8,no trimming,insert,rsq file,2963,9426
Z0772,8,no trimming,insert,rsq file,3949,10966
Z0773,8,no trimming,insert,rsq file,8663,19506
Z0774,8,no trimming,insert,rsq file,5924,32227
Z0775,8,no trimming,insert,rsq file,4143,7135
Z0776,8,no trimming,insert,rsq file,6734,9447
Z0777,8,no trimming,insert,rsq file,1839,6538
Z0778,8,no trimming,insert,rsq file,24997,44028
Z0779,8,no trimming,insert,rsq file,1181,7770
Z0780,8,no trimming,insert,rsq file,223658,306153
Z0781,8,no trimming,insert,rsq file,12235,20316
Z0782,8,no trimming,insert,rsq file,388772,394641
Z0783,8,no trimming,insert,rsq file,37856,44340
Z0784,8,no trimming,insert,rsq file,2374,12583
Z0785,8,no trimming,insert,rsq file,5203,10892
Z0786,8,no trimming,insert,rsq file,10132,17208
Z0787,8,no trimming,insert,rsq file,16633,19719
Z0788,8,no trimming,insert,rsq file,4452,12207
Z0789,8,no trimming,insert,rsq file,2580,5515
Z0790,8,no trimming,insert,rsq file,15931,40728
Z0791,8,no trimming,insert,rsq file,783,2108
Z0792,8,no trimming,insert,rsq file,3603,9330
Z0793,8,no trimming,insert,rsq file,28252,46569
Z0794,8,no trimming,insert,rsq file,46168,47408
Z0795,8,no trimming,insert,rsq file,19619,25363
Z0796,8,no trimming,insert,rsq file,80720,92186
Z0797,8,no trimming,insert,rsq file,9478,17741
Z0798,8,no trimming,insert,rsq file,34935,52953
Z0799,8,no trimming,insert,rsq file,1338,4750
Z0800,8,no trimming,insert,rsq file,2888868,2916286
Z0801,8,no trimming,insert,rsq file,105588,107679
Z0802,8,no trimming,insert,rsq file,23040,29190
Z0803,8,no trimming,insert,rsq file,6591,10097
Z0804,8,no trimming,insert,rsq file,688,2160
Z0805,8,no trimming,insert,rsq file,97002,129248
Z0806,8,no trimming,insert,rsq file,4766,15894
Z0807,8,no trimming,insert,rsq file,1850,3831
Z0808,8,no trimming,insert,rsq file,22133,23759
Z0809,8,no trimming,insert,rsq file,3611,9323
Z0810,8,no trimming,insert,rsq file,33131,55393
Z0811,8,no trimming,insert,rsq file,7612,9582
Z0812,8,no trimming,insert,rsq file,26078,28101
Z0813,8,no trimming,insert,rsq file,13956,17259
Z0814,8,no trimming,insert,rsq file,13584,19399
Z0815,8,no trimming,insert,rsq file,9247,16338
Z0816,8,no trimming,insert,rsq file,3502,13491
Z0817,8,no trimming,insert,rsq file,4940,10919
Z0818,8,no trimming,insert,rsq file,1526,2706
Z0819,8,no trimming,insert,rsq file,6914,22593
Z0820,8,no trimming,insert,rsq file,4156,15164
Z0821,8,no trimming,insert,rsq file,4628,5647
Z0822,8,no trimming,insert,rsq file,7716,29738
Z0823,8,no trimming,insert,rsq file,3573,18947
Z0824,8,no trimming,insert,rsq file,26228,32192
Z0825,8,no trimming,insert,rsq file,9427,11758
Z0826,8,no trimming,insert,rsq file,2352,6033
Z0827,8,no trimming,insert,rsq file,15958,24535
Z0828,8,no trimming,insert,rsq file,32185,195108
Z0829,8,no trimming,insert,rsq file,8321,14564
Z0830,8,no trimming,insert,rsq file,4074,10597
Z0831,8,no trimming,insert,rsq file,16343,26682
Z0832,8,no trimming,insert,rsq file,2808,5024
Z0833,8,no trimming,insert,rsq file,7638,10808
Z0834,8,no trimming,insert,rsq file,2612,8603
Z0835,8,no trimming,insert,rsq file,15369,31650
Z0836,8,no trimming,insert,rsq file,5286,10770
Z0837,8,no trimming,insert,rsq file,7315,41986
Z0838,8,no trimming,insert,rsq file,2351023,2363322
Z0839,8,no trimming,insert,rsq file,2559,10516
Z0840,8,no trimming,insert,rsq file,792,1321
Z0841,8,no trimming,insert,rsq file,2067,5901
Z0842,8,no trimming,insert,rsq file,37256,39249
Z0843,8,no trimming,insert,rsq file,412,1487
Z0844,8,no trimming,insert,rsq file,67486,295561
Z0845,8,no trimming,insert,rsq file,1152,3743
Z0846,8,no trimming,insert,rsq file,3260,10975
Z0847,8,no trimming,insert,rsq file,5159,22047
Z0848,8,no trimming,insert,rsq file,4826,6772
Z0849,8,no trimming,insert,rsq file,3089,8737
Z0850,8,no trimming,insert,rsq file,1569,3647
Z0851,8,no trimming,insert,rsq file,3610,5798
Z0852,8,no trimming,insert,rsq file,6924,16743
Z0853,8,no trimming,insert,rsq file,145055,148307
Z0854,8,no trimming,insert,rsq file,19716,28227
Z0855,8,no trimming,insert,rsq file,14140,16612
Z0856,8,no trimming,insert,rsq file,3097,7737
Z0857,8,no trimming,insert,rsq file,3759,4927
Z0858,8,no trimming,insert,rsq file,955,4063
Z0859,8,no trimming,insert,rsq file,1083864,1128953
Z0860,8,no trimming,insert,rsq file,274305,287088
Z0861,8,no trimming,insert,rsq file,4959,7725
Z0862,8,no trimming,insert,rsq file,2526,9065
Z0863,8,no trimming,insert,rsq file,2790,4366
Z0864,8,no trimming,insert,rsq file,1400,3186
Z0865,8,no trimming,insert,rsq file,10333,24279
Z0866,8,no trimming,insert,rsq file,1399,3386
Z0867,8,no trimming,insert,rsq file,2726,3815
Z0868,8,no trimming,insert,rsq file,73337,84725
Z0869,8,no trimming,insert,rsq file,3472,9350
Z0870,8,no trimming,insert,rsq file,79108,91986
Z0871,8,no trimming,insert,rsq file,6383,11307
Z0872,8,no trimming,insert,rsq file,9338,12560
Z0873,8,no trimming,insert,rsq file,2391,4441
Z0874,8,no trimming,insert,rsq file,1371,7523
Z0875,8,no trimming,insert,rsq file,503824,513326
Z0876,8,no trimming,insert,rsq file,54525,55379
Z0877,8,no trimming,insert,rsq file,2040,5165
Z0878,8,no trimming,insert,rsq file,2679,7417
Z0879,8,no trimming,insert,rsq file,5790,25656
Z0880,8,no trimming,insert,rsq file,10012,13433
Z0881,8,no trimming,insert,rsq file,22659,23413
Z0882,8,no trimming,insert,rsq file,8868,38052
Z0883,8,no trimming,insert,rsq file,7446,14204
Z0884,8,no trimming,insert,rsq file,1548,5332
Z0885,8,no trimming,insert,rsq file,8877,15487
Z0886,8,no trimming,insert,rsq file,15627,26254
Z0887,8,no trimming,insert,rsq file,18841,27643
Z0888,8,no trimming,insert,rsq file,2901,9812
Z0889,8,no trimming,insert,rsq file,40117,49299
Z0890,8,no trimming,insert,rsq file,7897,8687
Z0891,8,no trimming,insert,rsq file,1171,5718
Z0892,8,no trimming,insert,rsq file,5360,13775
Z0893,8,no trimming,insert,rsq file,3742,6284
Z0894,8,no trimming,insert,rsq file,2717,12136
Z0895,8,no trimming,insert,rsq file,8481,31260
Z0896,8,no trimming,insert,rsq file,1022,4266
Z0897,8,no trimming,insert,rsq file,1477,4415
Z0898,8,no trimming,insert,rsq file,9192,24609
Z0899,8,no trimming,insert,rsq file,6963,16780
Z0900,8,no trimming,insert,rsq file,2447,9825
Z0901,8,no trimming,insert,rsq file,535190,540934
Z0902,8,no trimming,insert,rsq file,7363,12999
Z0903,8,no trimming,insert,rsq file,15878,42420
Z0904,8,no trimming,insert,rsq file,2171,4435
Z0905,8,no trimming,insert,rsq file,4135,23629
Z0906,8,no trimming,insert,rsq file,30200,31652
Z0907,8,no trimming,insert,rsq file,2165400,2246123
Z0908,8,no trimming,insert,rsq file,1107,2769
Z0909,8,no trimming,insert,rsq file,22387,24924
Z0910,8,no trimming,insert,rsq file,7811,16153
Z0911,8,no trimming,insert,rsq file,3165,5496
Z0912,8,no trimming,insert,rsq file,92291,97342
Z0913,8,no trimming,insert,rsq file,2229,6064
Z0914,8,no trimming,insert,rsq file,1343,3985
Z0915,8,no trimming,insert,rsq file,2552,4285
Z0916,8,no trimming,insert,rsq file,3151,11856
Z0917,8,no trimming,insert,rsq file,9063,18588
Z0918,8,no trimming,insert,rsq file,1999,7192
Z0919,8,no trimming,insert,rsq file,17547,31592
Z0920,8,no trimming,insert,rsq file,6497,21551
Z0921,8,no trimming,insert,rsq file,26182,30050
Z0922,8,no trimming,insert,rsq file,161704,162970
Z0923,8,no trimming,insert,rsq file,287231,333292
Z0924,8,no trimming,insert,rsq file,1017,6105
Z0925,8,no trimming,insert,rsq file,9630,19476
Z0926,8,no trimming,insert,rsq file,6647,35840
Z0927,8,no trimming,insert,rsq file,203133,217999
Z0928,8,no trimming,insert,rsq file,22325,24035
Z0929,8,no trimming,insert,rsq file,1274457,1316849
Z0930,8,no trimming,insert,rsq file,2301,5445
Z0931,8,no trimming,insert,rsq file,3188,8492
Z0932,8,no trimming,insert,rsq file,7906,28339
Z0933,8,no trimming,insert,rsq file,194677,211269
Z0934,8,no trimming,insert,rsq file,31684,37698
Z0935,8,no trimming,insert,rsq file,2605,3765
Z0936,8,no trimming,insert,rsq file,5240,6286
Z0937,8,no trimming,insert,rsq file,196163,206343
Z0938,8,no trimming,insert,rsq file,2105,8469
Z0939,8,no trimming,insert,rsq file,8795,18969
Z0940,8,no trimming,insert,rsq file,9869,11654
Z0941,8,no trimming,insert,rsq file,55715,60611
Z0942,8,no trimming,insert,rsq file,3556,10719
Z0943,8,no trimming,insert,rsq file,16674,17534
Z0944,8,no trimming,insert,rsq file,110051,131642
Z0945,8,no trimming,insert,rsq file,2741,7397
Z0946,8,no trimming,insert,rsq file,699615,713277
Z0947,8,no trimming,insert,rsq file,999,1814
Z0948,8,no trimming,insert,rsq file,2196,5967
Z0949,8,no trimming,insert,rsq file,3293,11611
Z0950,8,no trimming,insert,rsq file,19464,29954
Z0951,8,no trimming,insert,rsq file,29082,35836
Z0952,8,no trimming,insert,rsq file,5956,12695
Z0953,8,no trimming,insert,rsq file,26736,34861
Z0954,8,no trimming,insert,rsq file,9306,10608
Z0955,8,no trimming,insert,rsq file,23534,25471
Z0956,8,no trimming,insert,rsq file,10998,20896
Z0957,8,no trimming,insert,rsq file,27825,34951
Z0958,8,no trimming,insert,rsq file,1594,3322
Z0959,8,no trimming,insert,rsq file,3634,10375
Z0960,8,no trimming,insert,rsq file,800561,838344
Z0961,8,no trimming,insert,rsq file,3130,7459
Z0962,8,no trimming,insert,rsq file,27664,37286
Z0963,8,no trimming,insert,rsq file,62694,82237
Z0964,8,no trimming,insert,rsq file,6877,8445
Z0965,8,no trimming,insert,rsq file,1938,6835
Z0966,8,no trimming,insert,rsq file,20121,34925
Z0967,8,no trimming,insert,rsq file,10150,35993
Z0968,8,no trimming,insert,rsq file,6339,8120
Z0969,8,no trimming,insert,rsq file,230721,237474
Z0970,8,no trimming,insert,rsq file,52069,61095
Z0971,8,no trimming,insert,rsq file,3446,19703
Z0972,8,no trimming,insert,rsq file,1918,6863
Z0973,8,no trimming,insert,rsq file,18008,21692
Z0974,8,no trimming,insert,rsq file,1344,4004
Z0975,8,no trimming,insert,rsq file,8350,16007
Z0976,8,no trimming,insert,rsq file,117232,127365
Z0977,8,no trimming,insert,rsq file,7822,26448
Z0978,8,no trimming,insert,rsq file,90793,102827
Z0979,8,no trimming,insert,rsq file,579,1281
Z0980,8,no trimming,insert,rsq file,4067,12582
Z0981,8,no trimming,insert,rsq file,17704,22998
Z0982,8,no trimming,insert,rsq file,8368,15880
Z0983,8,no trimming,insert,rsq file,3545,15529
Z0984,8,no trimming,insert,rsq file,9015,19107
Z0985,8,no trimming,insert,rsq file,2823,11480
Z0986,8,no trimming,insert,rsq file,9951,12078
Z0987,8,no trimming,insert,rsq file,888,2592
Z0988,8,no trimming,insert,rsq file,2852,9270
Z0989,8,no trimming,insert,rsq file,8222,35888
Z0990,8,no trimming,insert,rsq file,501864,509559
Z0991,8,no trimming,insert,rsq file,1953,3471
Z0992,8,no trimming,insert,rsq file,9796,11822
Z0993,8,no trimming,insert,rsq file,1222,3488
Z0994,8,no trimming,insert,rsq file,356692,397271
Z0995,8,no trimming,insert,rsq file,4674,9561
Z0996,8,no trimming,insert,rsq file,58760,76158
Z0997,8,no trimming,insert,rsq file,3065,8722
Z0998,8,no trimming,insert,rsq file,15674,17296
Z0999,8,no trimming,insert,rsq file,3222,4931
Z1000,8,no trimming,insert,rsq file,55519,57776
Z1001,8,no trimming,insert,rsq file,239717,327618
Z1002,8,no trimming,insert,rsq file,4346,6311
Z1003,8,no trimming,insert,rsq file,1867,6745
Z1004,8,no trimming,insert,rsq file,866,3879
Z1005,8,no trimming,insert,rsq file,4071,10026
Z1006,8,no trimming,insert,rsq file,2376,7003
Z1007,8,no trimming,insert,rsq file,8655,15348
Z1008,8,no trimming,insert,rsq file,21753,24174
Z1009,8,no trimming,insert,rsq file,2515,5580
Z1010,8,no trimming,insert,rsq file,4444,23029
Z1011,8,no trimming,insert,rsq file,2062,9026
Z1012,8,no trimming,insert,rsq file,2227,8348
Z1013,8,no trimming,insert,rsq file,2901,9678
Z1014,8,no trimming,insert,rsq file,19683,31872
Z1015,8,no trimming,insert,rsq file,16264,22866
Z1016,8,no trimming,insert,rsq file,116440,182855
Z1017,8,no trimming,insert,rsq file,3234,8355
Z1018,8,no trimming,insert,rsq file,3066,11147
Z1019,8,no trimming,insert,rsq file,3699,5595
Z1020,8,no trimming,insert,rsq file,2288,8533
Z1021,8,no trimming,insert,rsq file,5337,9536
Z1022,8,no trimming,insert,rsq file,5211,8286
Z1023,8,no trimming,insert,rsq file,8591,50880
Z1024,8,no trimming,insert,rsq file,13725,19312
Z1025,8,no trimming,insert,rsq file,4373,12523
Z1026,8,no trimming,insert,rsq file,2168,8081
Z1027,8,no trimming,insert,rsq file,2272,8185
Z1028,8,no trimming,insert,rsq file,10765,15704
Z1029,8,no trimming,insert,rsq file,54699,65257
Z1030,8,no trimming,insert,rsq file,15442,24422
Z1031,8,no trimming,insert,rsq file,1094,6431
Z1032,8,no trimming,insert,rsq file,4235,9416
Z1033,8,no trimming,insert,rsq file,23240,31554
Z1034,8,no trimming,insert,rsq file,64839,66552
Z1035,8,no trimming,insert,rsq file,24244,26080
Z1036,8,no trimming,insert,rsq file,95478,103686
Z1037,8,no trimming,insert,rsq file,20128,24125
Z1038,8,no trimming,insert,rsq file,2047,10023
Z1039,8,no trimming,insert,rsq file,2498,8128
Z1040,8,no trimming,insert,rsq file,9391,14558
Z1041,8,no trimming,insert,rsq file,3426,10855
Z1042,8,no trimming,insert,rsq file,4217,7864
Z1043,8,no trimming,insert,rsq file,2477,3947
Z1044,8,no trimming,insert,rsq file,4651,6944
Z1045,8,no trimming,insert,rsq file,3039318,3178224
Z1046,8,no trimming,insert,rsq file,2881,9041
Z1047,8,no trimming,insert,rsq file,996,3107
Z1048,8,no trimming,insert,rsq file,139496,166236
Z1049,8,no trimming,insert,rsq file,99735,108012
Z1050,8,no trimming,insert,rsq file,2072,9685
Z1051,8,no trimming,insert,rsq file,2399,9050
Z1052,8,no trimming,insert,rsq file,2451,6803
Z1053,8,no trimming,insert,rsq file,66287,74935
Z1054,8,no trimming,insert,rsq file,28356,29937
Z1055,8,no trimming,insert,rsq file,66418,78033
Z1056,8,no trimming,insert,rsq file,73136,75418
Z1057,8,no trimming,insert,rsq file,65712,76400
Z1058,8,no trimming,insert,rsq file,2639,10311
Z1059,8,no trimming,insert,rsq file,5280,14992
Z1060,8,no trimming,insert,rsq file,1171191,1287244
Z1061,8,no trimming,insert,rsq file,8148,10143
Z1062,8,no trimming,insert,rsq file,12203,21183
Z1063,8,no trimming,insert,rsq file,2466,9204
Z1064,8,no trimming,insert,rsq file,68709,80970
Z1065,8,no trimming,insert,rsq file,736692,745009
Z1066,8,no trimming,insert,rsq file,1627,3570
Z1067,8,no trimming,insert,rsq file,548481,589734
Z1068,8,no trimming,insert,rsq file,11305,13927
Z1069,8,no trimming,insert,rsq file,2605,4930
Z1070,8,no trimming,insert,rsq file,503614,2054372
Z1071,8,no trimming,insert,rsq file,2295,8505
Z1072,8,no trimming,insert,rsq file,188942,225080
Z1073,8,no trimming,insert,rsq file,5106,12257
Z1074,8,no trimming,insert,rsq file,562,1078
Z1075,8,no trimming,insert,rsq file,60332,66609
Z1076,8,no trimming,insert,rsq file,3685,11724
Z1077,8,no trimming,insert,rsq file,2913,10367
Z1078,8,no trimming,insert,rsq file,7236,10458
Z1079,8,no trimming,insert,rsq file,11811,15159
Z1080,8,no trimming,insert,rsq file,6022,8882
Z1081,8,no trimming,insert,rsq file,11347,13293
Z1082,8,no trimming,insert,rsq file,4693,11377
Z1083,8,no trimming,insert,rsq file,209271,216811
Z1084,8,no trimming,insert,rsq file,20914,22782
Z1085,8,no trimming,insert,rsq file,7395,8896
Z1086,8,no trimming,insert,rsq file,2177,4814
Z1087,8,no trimming,insert,rsq file,1075,2449
Z1088,8,no trimming,insert,rsq file,3746,4769
Z1089,8,no trimming,insert,rsq file,3839,5488
Z1090,8,no trimming,insert,rsq file,5288097,5318183
Z1091,8,no trimming,insert,rsq file,1440,2997
Z1092,8,no trimming,insert,rsq file,5319,14091
Z1093,8,no trimming,insert,rsq file,9749,43607
Z1094,8,no trimming,insert,rsq file,4239,7527
Z1095,8,no trimming,insert,rsq file,1493,8248
Z1096,8,no trimming,insert,rsq file,5256,13509
Z1097,8,no trimming,insert,rsq file,8002,9826
Z1098,8,no trimming,insert,rsq file,5366,21648
Z1099,8,no trimming,insert,rsq file,19791,38776
Z1100,8,no trimming,insert,rsq file,3974,15135
Z1101,8,no trimming,insert,rsq file,2538,8050
Z1102,8,no trimming,insert,rsq file,12436,19205
Z1103,8,no trimming,insert,rsq file,4894,6364
Z1104,8,no trimming,insert,rsq file,221512,229001
Z1105,8,no trimming,insert,rsq file,42830,44143
Z1106,8,no trimming,insert,rsq file,17955,35403
Z1107,8,no trimming,insert,rsq file,3447,5985
Z1108,8,no trimming,insert,rsq file,119690,139582
Z1109,8,no trimming,insert,rsq file,7309,9902
Z1110,8,no trimming,insert,rsq file,1475,3428
Z1111,8,no trimming,insert,rsq file,16153,19144
